# Copyright (c) 1966-2018 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2018-10-22
# See end of file for additional documentation on specific fields
# Sort	Month	Day	Year	Cyto Location	Gene Symbols	Confidence (deprecated)	Gene Name	MIM Number	Mapping Method	Comments	Phenotypes	Mouse Gene Symbol
6.610	12	30	14	6q14.1	IMPG1, IPM150, VMD4		Interphotoreceptor matrix proteoglycan-1	602870	Psh, A		Macular dystrophy, vitelliform, 4, 616151 (3)	
6.611	12	7	07	6q13-q16.1	OTSC7		Otosclerosis 7	611572	Fd	between D6S1036 and D6S300	Otosclerosis 7 (2)	
6.612	2	2	01	6q14.1	TTK, MPS1L1, PYT		TTK protein kinase	604092	REa, R			
6.613	5	5	09	6q13-q26	SCZD5		Schizophrenia susceptibility locus, chromosome 6q-related	603175	Fd	max lod at D6S1626 and D6S292	{Schizophrenia}, 181500 (2)	
6.614	10	30	06	6q14.1	BCKDHB, E1B		Branched chain keto acid dehydrogenase E1, beta polypeptide	248611	REa, A, REc		Maple syrup urine disease, type Ib, 248600 (3)	
6.615	8	20	98	6q13	EEF1A1, EF1A		Eukaryotic translation elongation factor-1, alpha-1	130590	A, Psh			
6.616	7	31	17	6q14.1	ELOVL4, ADMD, STGD2, STGD3, ISQMR, SCA34		Elongation of very long chain fatty acids 4	605512	Fd, REc		Stargardt disease 3, 600110 (3); Ichthyosis, spastic quadriplegia, and mental retardation, 614457 (3); Spinocerebellar ataxia 34, 133190 (3)	
6.617	8	4	17	6q13	KCNQ5, MRD46		Potassium channel, voltage-gated, KQT-like subfamily, member 5	607357	A		Mental retardation, autosomal dominant 46, 617601 (3)	
6.618	6	1	18	6q14.1	PHIP, DIDOD		Pleckstrin homology domain-interacting protein	612870	R, REc		Developmental delay, intellectual disability, obesity, and dysmorphic features, 617991 (3)	
6.619	5	3	18	6q14.1	TENT5A, FAM46A, C6orf37, OI18		Terminal nucleotidyltransferase 5A	611357	REc		Osteogenesis imperfecta, type XVIII, 617952 (3)	9(Fam46a)
6.620	8	19	98	6q15	CNR1		Cannabinoid receptor-1, brain	114610	Fd, A			4(Cnr1)
6.621	3	20	09	6q14.2	CYB5R4, NCB5OR		Cytochrome b5 reductase 4	608343	REc			
6.622	10	13	94	6q14.3	HTR1E		5-hydroxytryptamine (serotonin) receptor-1E	182132	Psh, A			
6.623	12	30	99	6q13	SLC17A5, SIASD, SLD		Solute carrier family 17 (sodium phosphate), member 5	604322	Fd, LD, REc		Salla disease, 604369 (3); Sialic acid storage disorder, infantile, 269920 (3)	
6.624	8	13	91	6q14.1	TPBG		Trophoblast glycoprotein	190920	REa			
6.625	12	29	06	6q15	ANKRD6, KIAA0957		Ankyrin repeat domain-containing protein 6	610583	R, REc			
6.626	10	5	07	6q14-q16	ATFB2		Atrial fibrillation, familial, 2	608988	Fd	max lod between D6S286 and D6S1021	Atrial fibrillation, familial, 2 (2)	
6.627	6	16	99	6q14-q16.2	PBCRA, CRAPB		Progressive bifocal chorioretinal atrophy	600790	Fd		Chorioretinal atrophy, progressive bifocal (2)	
6.628	5	22	92	6q15	GABRR1		Gamma-aminobutyric acid (GABA) A receptor, rho-1	137161	Psh, H			4(Gabbr1)
6.629	5	22	92	6q15	GABRR2		Gamma-aminobutyric acid (GABA) A receptor, rho-2	137162	Psh, H			4(Gabbr2)
6.630	7	8	11	6q14.3	NT5E, NT5		5' nucleotidase, ecto (CD73)	129190	S		Calcification of joints and arteries, 211800 (3)	
6.631	2	18	16	6q14.1	DOPEY1, DOP1, KIAA1117		DOPEY family member 1	616823	R, REc			
6.632	10	4	16	6q15	MAP3K7, TAK1, CSCF, FMD2		Mitogen-activated protein kinase kinase kinase 7	602614	Psh, REc		Cardiospondylocarpofacial syndrome, 157800 (3); Frontometaphyseal dysplasia 2, 617137 (3)	
6.633	9	2	09	6q14.1	FILIP, KIAA1275		Filamin A-interacting protein	607307	R, REc			
6.634	9	10	09	6q14.1	HMGN3, TRIP7		High-mobility group nucleosomal binding protein 3 (thyroid hormone receptor interactor 7)	604502	R, REc			
6.635	9	9	13	6q14.1	IRAK1BP1, SIMPL		Interleukin 1 receptor-associated kinase 1-binding protein 1	615375	REc			
6.636	9	10	07	6q14.1	LCA5, C6orf152		Lebercilin	611408	Fd, REc		Leber congenital amaurosis 5, 604537 (3)	
6.637	9	24	15	6q14.2	RIPPLY2, C6orf59, SCDO6		Ripply2, zebrafish, homolog of	609891	REc	mutation identified in 1 SCDO6 family	?Spondylocostal dysostosis 6, 616566 (3)	
6.638	3	7	14	6q14.1	SH3BGRL2		SH3 domain-binding glutamic acid-rich protein-like protein 2	615678	REc			
6.639	1	9	13	6q14.1	SHFLD2		Split-hand/foot malformation with long bone deficiency 2	610685	Fd	between rs623155 and rs1547251	Split-hand/foot malformation with long bone deficiency 2 (2)	
6.640	5	23	13	5q14.1	TBCA		Tubulin-specific chaperone A	610058	REc			
6.641	8	20	07	6q14.1	TMEM30A, CDC50A		Transmembrane protein 30A	611028	REc			
6.642	12	22	08	6q14.1	UBE2CBP, H10BH		Ubiquitin-conjugating enzyme E2C-binding protein	612495	REc			
6.643	4	29	16	6q14.2	MRAP2, C6orf117, BMIQ18		Melanocortin 2 receptor accessory protein 2	615410	REc	mutation identified in 1 BMIQ18 individual	{?Obesity, susceptibility to, BMIQ18}, 615457 (3)	
6.644	2	25	15	6q14.2	SNAP91, AP180, KIAA0656		Synaptosomal-associated protein, 91kD	607923	REc, R			
6.645	6	4	15	6q14.2-q14.3	CEP162, KIAA1009		Centrosomal protein, 162kD	610201	R, REc			
6.646	5	13	15	6q14.3	SNX14, SCAR20		Sorting nexin 14	616105	REc		Spinocerebellar ataxia, autosomal recessive 20, 616354 (3)	
6.647	12	9	15	6q14.3	SYNCRIP, NSAP1, GRYRBP, HNRNPQ		Synaptotagmin-binding cytoplasmic RNA-interacting protein	616686	REc			
6.648	12	3	15	6q14.3	TBX18, CAKUT2		T-box 18	604613	REc		Congenital anomalies of kidney and urinary tract 2, 143400 (3)	
6.649	2	5	15	6q14.3	ZNF292, ZFP292, KIAA0530		Zinc finger protein 292	616213	REc, R, H			4(Znf292)
6.650	4	17	13	6q15	AKIRIN2		Akirin 2	615165	REc			
6.651	11	28	01	6q15	BACH2		BTB and CNC homology 2	605394	A			
6.652	8	31	17	3q22.3	STAG1, MRD47		Stromal antigen 1	604358	REc		Mental retardation, autosomal dominant 47, 617635 (3)	
6.653	9	1	09	6q15	CASP8AP2, FLASH		Caspase 8-associated protein 2	606880	R, REc			
6.654	4	1	08	6q15	GJA10, CX62		Gap junction protein, alpha-10	611924	REc			
6.655	4	1	08	6q14-q15	GJB7, CX25		Gap junction protein, beta-7	611921	REc			
6.656	9	10	09	6q15	ORC3, ORC3L, LAT		Origin recognition complex, subunit 3, S. cerevisiae, homolog of	604972	H, REc			4(Orc3)
6.657	8	18	14	6q15	PM20D2, ACY1L2		Peptidase M20 domain-containing 2	615913	REc			
6.658	3	11	08	6q15	PNRC1, PROL2		Proline-rich nuclear receptor coactivator 1	606714	R, REc			
6.659	7	10	07	6q15	SLC35A1, CST, CDG2F		Solute carrier family 35 (CMP-sialic acid transporter), member 1	605634	R, REc		Congenital disorder of glycosylation, type IIf, 603585 (3)	
6.660	3	4	10	6q14.3	SNHG5, U50HG		Small nucleolar RNA host gene 5	613263	REc			
6.661	11	12	09	6q14.3	SNORD50A, RNU50		Small nucleolar RNA, C/D box, 50A	613117	REc			
6.662	3	4	10	6q14.3	SNORD50B		Small nucleolar RNA, C/D box	613264	REc			
6.663	2	4	15	6q15	UBE2J1, UBC6E		Ubiquitin-conjugating enzyme E2J 1	616175	REc			
6.664	3	6	08	6q15	RRAGD, RAGD		RAS-related GTP-binding protein D	608268	R, REc			
6.665	5	5	09	6q15	SPACA1, SAMP32		Sperm acrosome-associated 1	612739	REc			
6.666	4	22	02	6q16.1	FUT9		Fucosyltransferase 9	606865	A			
6.667	10	7	08	6q16.1	MANEA, ENDO		Mannosidase, endo-alpha	612327	REc			
6.668	5	9	95	6q16.1	POU3F2, OCT7		POU domain, class 3, transcription factor 2	600494	REa, A			4(Pou3f2)
6.669	6	18	99	6q15	RNGTT, HCE1, CAP1A		RNA guanylyltransferase and 5'-phosphatase	603512	RE, R			
6.670	8	19	14	6q16.1	EPHA7, HEK11		Ephrin receptor EphA7	602190	REc			
6.671	10	28	08	6q21	MICAL1, NICAL, MICAL		Microtubule-associated monooxygenase, calponin and LIM domains-containing 1	607129	R, REc			
6.672	2	2	14	6q16.1	MMS22L, C6orf167		MMS22-like protein	615614	REc			
6.673	7	22	09	6q16.1	NDUFAF4, HRPAP20, C6orf66		NADH dehydrogenase 1 alpha subcomplex, assembly factor 4	611776	REc, Fd		Mitochondrial complex I deficiency, 252010 (3)	
6.674	4	22	15	6q16.1	PNKY		Long intergenic noncoding RNA Pinky	616328	REc			
6.675	10	15	07	6q15	RARS2, RARSL, PCH6		Arginyl-tRNA synthetase 2	611524	REc, Fd		Pontocerebellar hypoplasia, type 6, 611523 (3)	
6.676	2	4	15	6q16.1	UFL1, KIAA0776, NLBP		UFM1-specific ligase 1	613372	R, REc			
6.677	11	1	13	6q16.1-q16.2	FBXL4, FBL4, MTDPS13		F-box and leucine-rich repeat protein 4	605654	REc		Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type), 615471 (3)	4(Fbxl4)
6.678	2	2	10	6q16.1	FHL5, ACT		Four-and-a-half LIM domains 5	605126	REc, A			
6.679	5	13	02	6q16.1	GPR63		G protein-coupled receptor 63	606915	REc			
6.680	3	3	16	6q16.2	DHS6S1, MCDR1		DNase1 hypersensitivity, chromosome 6, site 1	616842	REn, Fd	upstream of PRDM13 and CCNC	Macular dystrophy, North Carolina type, 136550 (3)	
6.681	11	20	15	6q16.2	PNISR, SRRP130, SFRS18		PNN-interacting serine/arginine-rich protein	616653	REc			
6.682	1	8	16	6q16.2	PRDM13		PR domain-containing protein 13	616741	REc			
6.683	7	18	01	6q16.2	MCHR2, MCH2R, SLT, MCH2		Melanin-concentrating hormone receptor 2	606111	REc, R, A			
6.684	4	23	08	6q16.2-q22.1	LMPH1B		Lymphedema, hereditary, IB	611944	Fd	max lod at D6S1671	Lymphedema, hereditary, IB (2)	
6.685	9	8	11	6q16.3	ASCC3, p200		Activating signal cointegrator 1 complex, subunit 3	614217	REc			
6.686	4	5	00	6q16.3	SIM1		Single-minded, Drosophila, homolog of, 1	603128	A, R, Ch		Obesity, severe, 601665 (3)	10(Sim1)
6.687	9	11	12	6q16.3-q22.31	GEFSP8		Generalized epilepsy with febrile seizures plus, type 8	613828	Fd	between D6S962 and D6S287	Epilepsy, generalized, with febrile seizures plus, type 8 (2)	
6.688	4	26	17	6q21	AFG1L, AFG1, LACE1		AFG1-like ATPase	617469	REc			
6.689	7	11	97	6q21	AIM1, ST4		Absent in melanoma 1	601797	M, A			10(Aim1)
6.690	9	9	13	6q21	AK9		Adenylate kinase 9	615358	REc			
6.691	7	24	17	6q21	ATG5, APG5, APG5L, ASP, SCAR25		Autophagy 5, S. cerevisiae, homolog of	604261	A	mutation identified in one SCAR25 family	?Spinocerebellar ataxia, autosomal recessive 25, 617584 (3)	
6.692	5	19	15	6q21	BEND3, KIAA1553		BEN domain-containing protein 3	616374	Psh, REc			
6.693	4	10	90	6q21	BKMA1		Banded krait minor satellite DNA-1	109780	A	related to heterogametic sex		17(Bkma1)
6.694	09	27	18	6q21	BVES, HBVES, POPDC1, CARICK		Blood vessel epicardial substance	604577	REc	mutation identified in 1 CARICK family	?Cardiac arrhythmia with increased serum creatine kinase, 616812 (3)	
6.695	7	10	95	6q16.2	CCNC		Cyclin C	123838	A			
6.696	9	7	12	6q21	CD24		CD24 antigen	600074	A, Psh	pseudogenes at 15q21-q22; Yq11		
6.697	6	2	16	6q21	CD164, DFNA66		CD164 antigen	603356	REc	mutation identified in 1 DFNA66 family	?Deafness, autosomal dominant 66, 616969 (3)	
6.698	7	18	12	6q21	CDK19, KIAA1028		Cyclin-dependent kinase 19	614720	REc, R			
6.699	8	8	13	6q21	DDO, DASOX		D-aspartate oxidase	124450	REc			
6.700	2	25	16	6q21	FIG4, KIAA0274, SAC3, ALS11, YVS, BTOP		Fig4, S. cerevisiae, homolog of	609390	R, REc, Fd	mutation identified in 1 BTOP family	Charcot-Marie-Tooth disease, type 4J, 611228 (3); Amyotrophic lateral sclerosis 11, 612577 (3); Yunis-Varon syndrome, 216340 (3); ?Polymicrogyria, bilateral temporooccipital, 612691 (3)	
6.701	9	9	08	6q21	FOXO3A, FOXO3, FKHRL1		Forkhead box O3A	602681	A			
6.702	1	4	93	6q21	FYN		FYN oncogene related to SRC, FGR, YES	137025	REa, A	proximal 6q21		10(Fyn)
6.703	4	30	15	6q22.1	GOPC, PIST, FIG, CAL		Golgi-associated PDZ and coiled-coil domains-containing protein	606845	REc			
6.704	10	15	07	6q16.3	GRIK2, GLUR6, MRT6		Glutamate receptor, ionotropic, kainate 2	138244	REa, R, Fd		Mental retardation, autosomal recessive, 6, 611092 (3)	
6.705	2	11	08	6q21	GTF3C6, C6orf51		General transcription factor 3C, polypeptide 6	611784	REc			
6.706	2	5	16	6q16.3	HACE1, KIAA1320, SPPRS		HECT domain- and ankyrin repeat-containing E3 ubiquitin protein ligase 1	610876	REc		Spastic paraplegia and psychomotor retardation with or without seizures, 616756 (3)	
6.707	1	8	01	6q21	HDAC2		Histone deacetylase 2	605164	Psh, A			10(Hdac2)
6.708	2	13	06	6q22.31	HEY2, HERP1, GRL		Hairy/enhancer of split-related with YRPW motif 2	604674	A, R			
6.709	10	4	01	6q21	HTX3		Heterotaxy, visceral, 3, autosomal	606325	Ch		?Heterotaxy, visceral, 3, autosomal (2)	
6.710	12	9	98	6q21	IDDM15		Insulin-dependent diabetes mellitus-15	601666	Fd		{Diabetes mellitus, insulin-dependent, 15} (2)	
6.711	5	24	13	6q21	LAMA4, LAMA3, CMD1JJ		Laminin, alpha-4	600133	A, REb		Cardiomyopathy, dilated, 1JJ, 615235 (3)	
6.712	7	23	09	6q21	LGV2		Longevity 2	606460	Fd	associated with rs2802292	[Longevity 2] (2)	
6.713	8	20	07	6q16-q21	LIN28B		Lin28, C. elegans, homolog of, B	611044	REc, H			6(Lin28b)
6.714	1	31	11	6q21	MCOPS8, MMEP		Microphthalmia, syndromic 8	601349	Ch	translocation with 13q12	Microphthalmia, syndromic 8 (2)	
6.715	7	20	09	6q21	MENAQ2		Menarche, age at, QTL2	612882	Fd	associated with rs7759938	{Menarche, age at, QTL2} (2)	
6.716	2	2	17	6q21	MFSD4B, NAGLT1, Kiaa1919		Major facilitator superfamily domain-containing protein 4B	617331	REc			
6.717	5	14	09	6q22.31	NKAIN2, TCBA		Na+/K+ transporting ATPase interacting 2	609758	REc, Ch	fused with SUSP1 in T-cell lymphoma/leukemia		
6.718	6	4	99	6q21	NR2E1, TLX		Nuclear receptor subfamily 2, group E, member 1 (tailless, Drosophila, homolog of)	603849	REc			
6.719	10	3	07	6q21	OSTM1, GL, OPTB5		Osteopetrosis associated transmembrane protein 1 (grey-lethal, mouse, homolog of)	607649	REc		Osteopetrosis, autosomal recessive 5, 259720 (3)	
6.720	5	24	12	6q21	PDSS2, DLP1, C6orf210, COQ10D3		Prenyl diphosphate synthase, subunit 2	610564	REc		Coenzyme Q10 deficiency, primary, 3, 614652 (3)	
6.721	10	14	09	6q21	POPDC3, POP3		Popeye domain-containing protein 3	605824	R, REc			
6.722	11	23	16	6q21	QRSL1, GATA		Glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like protein 1	617209	REc			
6.723	12	27	16	6q21	REV3L, POLZ, REV3		Rev-3, yeast, homolog-like (polymerase, DNA, zeta)	602776	REn			
6.724	1	6	16	6q21	RTN4IP1, NIMP, OPA10		Reticulon 4-interacting protein 1	610502	REc		Optic atrophy 10 with or without ataxia, mental retardation, and seizures, 616732 (3)	
6.725	7	22	16	6q21	SEC63, PCLD2		Sec63, S. cerevisiae, homolog of	608648	A		Polycystic liver disease 2, 617004 (3)	
6.726	1	11	07	6q21	SESN1, SEST1, PA26		Sestrin 1	606103	REa, A, Ch			4(Pa26)
6.727	3	22	07	6q21	SLC22A16, FLIPT2, CT2		Solute carrier family 22 (organic cation transporter), member 16	608276	REc, A			
6.728	7	25	06	6q21	SNX3		Sorting nexin 3	605930	R, REc, Ch	t(6;13)(q21;q12)		
6.729	12	16	10	6q21	SOBP, JXC1, MRAMS		Sine oculis-binding protein, Drosophila, homolog of	613667	REc		Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)	
6.730	11	15	13	6q21	TRAF3IP2, C6orf5, ACT1, CIKS, C6orf4, C6orf6, PSORS13, CANDF8		TRAF3-interacting protein 2	607043	REc	mutation identified in 1 family with CANDF8	{Psoriasis susceptibility 13}, 614070 (3); ?Candidiasis, familial, 8, 615527 (3)	
6.731	7	22	09	6q21	TUBE1, TUBE		Tubulin, epsilon-1	607345	REc			
6.732	3	24	06	6q22.1	VGLL2, VGL2, VITO1		Vestigial-like 2	609979	REc			
6.733	7	1	11	6q21	ZBTB24, PATZ2, ZNF450, KIAA0441, ICF2		Zinc finger- and BTB domain-containing protein 24	614064	R, REc		Immunodeficiency-centromeric instability-facial anomalies syndrome 2, 614069 (3)	
6.734	11	20	95	6q21	AMD1		S-adenosylmethionine decarboxylase-1	180980	REa	pseudogene AMD2 on Xq28		
6.735	8	18	04	6q21-q22	PLF		Pulmonary function	608852	Fd	close to D6S281	{Pulmonary function} (2)	
6.736	2	28	03	6q21	SLC16A10, TAT1		Solute carrier family 16 (monocarboxylic acid transporter), member 10	607550	R, A			
6.737	11	13	17	6q21	WASF1, WAVE, WAVE1, SCAR1		WAS protein family member 1	605035	R, A			
6.738	6	12	95	6q21	GPR6		G protein-coupled receptor-6	600553	A			
6.739	6	18	99	6q21	PRDM1, BLIMP1		PR domain-containing protein 1 (B-lymphocyte-induced maturation protein 1)	603423	REc, Psh			10(Blimp1)
6.740	8	9	99	6q22.1	COL10A1		Collagen X, alpha-1 polypeptide	120110	REa, A		Metaphyseal chondrodysplasia, Schmid type, 156500 (3)	10(Col10a1)
6.741	1	7	02	6q22.1	FRK, RAK, GTK		FYN-related kinase	606573	REc			
6.742	8	11	91	6q24.1	NMBR		Neuromedin B receptor	162341	Psh			
6.743	11	8	17	6q22.1	DSE, SART2, EDSMC2		Dermatan sulfate epimerase	605942	REc		Ehlers-Danlos syndrome, musculocontractural type 2, 615539 (3)	
6.744	9	28	00	6q23.2	ENPP3, PDNP3		Ectonucleotide pyrophosphatase/phosphodiesterase 3	602182	A			
6.745	9	10	09	6q22.31	MAN1A1		Mannosidase, alpha, class 1A, member 1	604344	REc			
6.746	12	07	07	6q23.3	MYB		Avian myeloblastosis viral (v-myb) oncogene homolog	189990	REa, A, Ch		{T-cell acute lymphoblastic leukemia} (3)	10(Myb)
6.747	2	10	97	6q21	PREP		Prolyl endopeptidase	600400	A			
6.748	1	4	93	6q22.1	ROS1, MCF3		Avian UR2 sarcoma virus oncogene (v-ros) homolog 1	165020	REa, A			10(Ros1)
6.749	2	17	09	6q23.3	BCLAF1, BTF, KIAA0164		BCL2-associated transcription factor 1	612588	R, REc			
6.750	7	2	14	6q23.2	ENPP1, PDNP1, NPPS, M6S1, PCA1, ARHR2, COLED		Ectonucleotide pyrophosphatase/phosphodiesterase 1 (Ly-41 antigen, mouse, homolog of)	173335	A, H		{Diabetes mellitus, non-insulin-dependent, susceptibility to}, 125853 (3); {Obesity, susceptibility to}, 601665 (3); Arterial calcification, generalized, of infancy, 1, 208000 (3); Hypophosphatemic rickets, autosomal recessive, 2, 613312 (3); Cole disease, 615522 (3)	10(Ly41, Pca1)
6.751	11	3	98	6q23.1-q23.2	EPB41L2		Erythrocyte membrane protein band 4.1-like 2	603237	A			
6.752	3	18	10	6q22.31	FABP7, FABPB, BLBP		Fatty acid-binding protein 7	602965	REc			
6.753	1	7	14	6q22-q23	IGAN1		IgA nephropathy, susceptibility to, 1	161950	Fd		{IgA nephropathy, susceptibility to, 1} (2)	
6.754	10	09	18	6q22.33	LAMA2, LAMM, MDC1A		Laminin, alpha-2 (merosin)	156225	REa, A, Fd		Muscular dystrophy, limb-girdle, autosomal recessive 23, 618138 (3); Muscular dystrophy, congenital, merosin deficient or partially deficient, 607855 (3)	10(dy, Lamm)
6.755	4	17	00	6q22-q23	SM2		Hepatic fibrosis susceptibility due to Schistosoma mansoni infection	604201	Fd	?polymorphism of INFGR1	{Hepatic fibrosis susceptibility due to Schistosoma mansoni infection} (2)	
6.756	10	15	13	6q22.31	TRDN, TDN, CPVT5		Triadin	603283	A		Ventricular tachycardia, catecholaminergic polymorphic, 5, with or without muscle weakness, 615441 (3)	
6.757	7	19	04	6q22.1	TSPYL1, TSPYL, SIDDT		Y-encoded testis-specific protein-like	604714	REa, A, H		Sudden infant death with dysgenesis of the testes syndrome, 608800 (3)	10(Tspyl)
6.758	8	19	04	6q21	WISP3, PPAC, PPD		Wnt-1 inducible signaling pathway protein 3	603400	R, A, Fd		Arthropathy, progressive pseudorheumatoid, of childhood, 208230 (3); Spondyloepiphyseal dysplasia tarda with progressive arthropathy, 208230 (3)	
6.759	6	7	10	6q22.33	ARHGAP18		RHO GTPase-activating protein 18	613351	REc			
6.760	8	9	05	6q22-q24	FEB5		Febrile seizures, familial, 5	609255	Fd	between D6S1572 and D6S472	Febrile seizures, familial, 5 (2)	
6.761	6	27	08	6q22-q24	FIQTL1		Fasting insulin level quantitative trait locus 1	606035	Fd	max lod at D6S1569	[Fasting insulin level quantitative trait locus 1] (2)	
6.762	10	18	00	6q23.3	MAP7, EMAP115		Microtubule-associated protein-7	604108	H			10(Map7)
6.763	9	8	11	6q22.1	BET3L, TRAPPC3L		Bet3, S. cerevisiae, homolog-like	614137	REc			
6.764	5	21	03	6q21	CDC40, PRP17		Cell division cycle 40, S. cerevisiae, homolog of	605585	REn			
6.765	1	20	17	6q22.1	FAM26F, INAM		Family with sequence similarity 26, member F	617305	REc			
6.766	4	25	14	6q22.1	KPNA5		Karyopherin alpha-5	604545	REc			
6.767	4	11	11	6q22.31	PLN, PLB, CMD1P, CMH18		Phospholamban	172405	REc, A		Cardiomyopathy, dilated, 1P, 609909 (3); Cardiomyopathy, hypertrophic, 18, 613874 (3)	
6.768	3	19	09	6q22.1	RSPH4A, CILD11		Radial spoke head 4, Chlamydomonas, homolog of, A	612647	REc		Ciliary dyskinesia, primary, 11, 612649 (3)	
6.769	8	17	15	6q22.31	MCM9, MCMDC1, ODG4		Minichromosome maintenance complex component 9	610098	REc		Ovarian dysgenesis 4, 616185 (3)	10(Mcm9)
6.770	8	18	08	6q22.33	RNF146		Ring finger protein 146	612137	REc			
6.771	6	29	94	6q21	MRACKS, MACS, PKCSL		Myristoylated alanine-rich protein kinase C substrate (MARCKS, 80K-L)	177061	REb, REa	monomorphic		10(Macs)
6.772	4	16	14	6q22.1	RFX6, RFXDC1, MTCHRS		Regulatory factor X, 6	612659	REc		Mitchell-Riley syndrome, 615710 (3)	
6.773	5	26	13	6q22.33	RSPO3, PWTSR, CRISTIN1		R-spondin family member 3	610574	REc			10(Rspo3)
6.774	5	20	99	6q22.33	PTPRK		Protein-tyrosine phosphatase, receptor type, kappa	602545	REa, A, REc			10(Ptprk)
6.775	4	20	10	6q23.2	C6orf192		Chromosome 6 open reading frame 192	613361	REc			
6.776	8	23	05	6q22.31	HSF2		Heat-shock transcription factor 2	140581	R, REc			
6.777	2	3	05	6q22.31	ASF1A, CIA		Anti-silencing function 1, S. cerevisiae, homolog of, A	609189	REc			
6.778	5	11	16	6q22.31	CLVS2		Clavesin 2	616945	REc			
6.779	6	30	05	6q21-q22	HS3ST5, 3OST5		Heparan sulfate 3-O-sulfotransferase 5	609407	REc			
6.780	1	22	18	6q22.1	NUS1, NGBR, C6orf68, CDG1AA, MRD55		Nuclear undecaprenyl pyrophosphate synthase 1, S. cerevisiae, homolog of	610463	REc	mutation identified in 1 CDG1AA family	?Congenital disorder of glycosylation, type 1aa, 617082 (3); Mental retardation, autosomal dominant 55, with seizures, 617831 (3)	
6.781	9	10	09	6q22.31	PKIB		Protein kinase, cAMP-dependent catalytic, inhibitor beta	606914	R, REc			
6.782	4	2	12	6q22.31	SERINC1, TMS2, KIAA1253		Serine incorporator 1	614548	REc			
6.783	1	29	07	6q22.31	SMPDL3A, ASML3A		Sphingomyelin phosphodiesterase, acid-like, 3A	610728	REc, R			
6.784	7	3	14	6q22.31	TBC1D32, BROMI		TBC1 domain family, member 32	615867	REc			10(Tbc1d32)
6.785	5	25	13	6q22.31	TPD52L1, D53		Tumor protein D52-like 1	604069	REc, A			10(Tdp52l1)
6.786	4	6	13	6q22.32	CEMPW, C6orf173, CUG2		Centromeric protein W	611264	REc			
6.787	8	18	08	6q22.33	ECHDC1		Enoyl coenzyme A hydratase domain-containing protein 1	612136	REc			
6.788	3	24	06	6q22.32	HINT3		Histidine triad nucleotide-binding protein 3	609998	REc			
6.789	6	23	99	6q23.3	MAP3K5, MEKK5, MAPKKK5, ASK1		Mitogen-activated protein kinase kinase kinase 5	602448	R			
6.790	12	23	05	6q22.31-q22.32	NCOA7, ERAP140		Nuclear receptor coactivator 7	609752	REc			
6.791	1	27	11	6q22.33	THEMIS, GASP, SPOT, C6orf190		Thymocyte-expressed molecule involved in selection	613607	REc			10(Themis)
6.792	11	13	07	6q22.3-q23.1	HBFQTL2, FCP		Fetal hemoglobin quantitative trait locus 2	142470	Fd		Fetal hemoglobin quantitative trait locus 2 (2)	
